transform	maxChar	path	score	size	text
normal	600	gutenberg/6/4/2/6425/old/flwng10.txt	0.81	598	thousand dollars before he could 'side track' the tool. He quit, finally, less 'n a hundred feet from big pay. Then, having bought up solid for near nothing they came back and started business, laughing merrily. That's the Atlantic." "A splendid lecture on commercial honesty. I am inspired by it, and I reverence your scruples, but--I grope for the moral of the story." "The moral is, mind your own business and--and give a guy a chance." "Um-m! Suppose we leave it at that for the present." Mallow, who had remained silent during his friend's argument, greeted this suggestion with relief. He was
normal	600	gutenberg/6/4/2/6425/6425.txt	0.81	598	thousand dollars before he could 'side track' the tool. He quit, finally, less 'n a hundred feet from big pay. Then, having bought up solid for near nothing they came back and started business, laughing merrily. That's the Atlantic." "A splendid lecture on commercial honesty. I am inspired by it, and I reverence your scruples, but--I grope for the moral of the story." "The moral is, mind your own business and--and give a guy a chance." "Um-m! Suppose we leave it at that for the present." Mallow, who had remained silent during his friend's argument, greeted this suggestion with relief. He was
normal	600	gutenberg/2/3/3/8/23384/23384.txt	0.81	600	with great impatience to the foregoing conversation, broke in energetically. "An' s'pose," said she, "dat Keona and missy Alice comes out ob cave w'en you two be talkerin' sich a lot of stuff?" It may as well be remarked, in passing, that Poopy had acquired a considerable amount of her knowledge of English from Master Corrie. Her remark, although not politely made, was sufficiently striking to cause Bumpus to start up, and exclaim-- "That's true, gal; come shew us the way to this here cave." There was a fourth individual present at this council of war who apparently felt a deep interest in its
normal	600	gutenberg/4/9/5/4954/4954.txt	0.81	597	bed for five years, laments bitterly her loss, and asks me every time I call to see her, "When will you get a pastor?" The Young People's Association begins to droop. Even the Sunday-school shows signs of friction, though Deacon Goodsole succeeds in keeping it in tolerably good running order by his imperturbable good humor. One advantage we have gained by this interregnum-only one. Even Mr. Hardcap is convinced that pastoral labors are not so unimportant as he had imagined. For myself, I am in despair. I made no very serious objection to being put on the supply committee. I fancied the task
normal	600	gutenberg/1/3/133/old/133-0.txt	0.81	599	try to hold a sociable once, but nobody came, and we didn't raise more 'n three or four dollars. It ain't their line. They lack the worldly arts. As the Discipline commands, they avoid the evil of putting on gold and costly apparel, and taking such diversions as cannot be used in the name of the Lord Jesus.” “Well--of course--if you prefer the 'debt-raiser'--” Theron began, and took the itemized account from Gorringe's knee as an excuse for not finishing the hateful sentence. He looked down the foolscap sheet, line by line, with no special sense of what it signified, until his eye caught upon
normal	600	gutenberg/1/3/133/133-0.txt	0.81	599	try to hold a sociable once, but nobody came, and we didn't raise more 'n three or four dollars. It ain't their line. They lack the worldly arts. As the Discipline commands, they avoid the evil of putting on gold and costly apparel, and taking such diversions as cannot be used in the name of the Lord Jesus.” “Well--of course--if you prefer the 'debt-raiser'--” Theron began, and took the itemized account from Gorringe's knee as an excuse for not finishing the hateful sentence. He looked down the foolscap sheet, line by line, with no special sense of what it signified, until his eye caught upon
normal	600	gutenberg/1/3/133/old/old/old-2024-10-02/133-0.txt	0.81	599	try to hold a sociable once, but nobody came, and we didn't raise more 'n three or four dollars. It ain't their line. They lack the worldly arts. As the Discipline commands, they avoid the evil of putting on gold and costly apparel, and taking such diversions as cannot be used in the name of the Lord Jesus.” “Well--of course--if you prefer the 'debt-raiser'--” Theron began, and took the itemized account from Gorringe's knee as an excuse for not finishing the hateful sentence. He looked down the foolscap sheet, line by line, with no special sense of what it signified, until his eye caught upon
normal	600	gutenberg/4/8/489/old/1bskt10.txt	0.81	599	built and landscaped twenty years before, occupied a square block in solitary grandeur, the show place of Chippewa. In architectural style it was an impartial mixture of Norman castle, French chateau, and Rhenish schloss, with a dash of Coney Island about its facade. It represented Old Man Hatton's realized dream of landed magnificence. Tessie, walking slowly past it, and peering through the high iron fence, could not help noting an air of unwonted excitement about the place, usually so aloof, so coldly serene. Automobiles standing out in front. People going up and down. They didn't look very
normal	600	gutenberg/4/8/489/489.txt	0.81	599	built and landscaped twenty years before, occupied a square block in solitary grandeur, the show place of Chippewa. In architectural style it was an impartial mixture of Norman castle, French chateau, and Rhenish schloss, with a dash of Coney Island about its facade. It represented Old Man Hatton's realized dream of landed magnificence. Tessie, walking slowly past it, and peering through the high iron fence, could not help noting an air of unwonted excitement about the place, usually so aloof, so coldly serene. Automobiles standing out in front. People going up and down. They didn't look very
normal	600	gutenberg/7/1/4/7/71470/71470-0.txt	0.81	600	example of a parent so beloved Leading the way; and yet I will not doubt Thou didst enforce with all sincerity And holy zeal upon thy daughter’s mind The truths of Islam. Julian knit his brow, And scowling on the insidious renegade, He answer’d, By what reasoning my poor mind Was from the old idolatry reclaim’d, None better knows than Seville’s mitred chief, Who first renouncing errors which he taught, Led me his follower to the Prophet’s pale. Thy lessons I repeated as I could; Of graven images, unnatural vows, False records, fabling creeds, and juggling priests, Who making sanctity the cloak
normal	600	gutenberg/2/1/7/3/21736/21736.txt	0.81	599	who stood at some distance looking at us and conversing together eagerly. "I has none wis me, true, bot I has moche not ver' far off. I bees go just now to seek for ivory, and ebony, and sl-a---w'at you call him? barwood." The man corrected himself quickly, but the slip confirmed Makarooroo's remark and our own suspicions that he was a slave-dealer. "De day is far gone," he continued, putting as amiable a smile on his countenance as possible; "perhaps you vill stop and we have dine togedder." Although we did not much like the appearance of our new friend or his party, we felt that it would be
normal	600	gutenberg/3/9/1/6/39166/39166.txt	0.81	599	a bit of practical 'equality and fraternity,' I can assure you. But then, after all, you may be right. Good-bye, comrades! Don't judge me hard." Tears stood in Orlovsky's eyes. He, the judge, and Mlle. Andronoff, the judge's fiancee, were for running after him, but the others stopped them. Left to themselves, the group of Nihilists began to discuss the coming outbreak. Everyone felt, in view of Elkin's charge, that whatever else was done, no effort should be spared to keep the mob from attacking the Jewish poor. Much was said about "directing the popular fury into revolutionary channels," and
normal	600	gutenberg/6/6/8/3/66831/66831-0.txt	0.81	597	swept it aside. The bustle was much too bad to hold. It grew beautifully less every year, and then suddenly disappeared. Many dry eyes witnessed its departure. If abhorrence of a fashion cannot keep women from slavishly following it, they naturally remain unmoved by outside counsel and criticism. For years the doctors exhausted themselves proclaiming the disastrous consequences of tight-lacing, which must certainly be held responsible for the obsolete custom of fainting. For years satirists and moralists united in attacking the crinoline. In _Watson's Annals_, 1856, a virtuous Philadelphian
normal	600	gutenberg/6/6/8/3/66831/old/66831-0.txt	0.81	597	swept it aside. The bustle was much too bad to hold. It grew beautifully less every year, and then suddenly disappeared. Many dry eyes witnessed its departure. If abhorrence of a fashion cannot keep women from slavishly following it, they naturally remain unmoved by outside counsel and criticism. For years the doctors exhausted themselves proclaiming the disastrous consequences of tight-lacing, which must certainly be held responsible for the obsolete custom of fainting. For years satirists and moralists united in attacking the crinoline. In _Watson's Annals_, 1856, a virtuous Philadelphian
normal	600	gutenberg/4/1/7/3/41730/old/41730.txt	0.81	599	Chicagoan and his wife (originally from Massachusetts), who were looking for a holiday residence in Tidewater Virginia. They made various excursions with land agents, and one day reported discovery of their ideal in all respects but one. "The people around are ruining property by selling lands to negroes. A gentleman at whose house we stopped, a Northerner, had just bought, as he told us, at much inconvenience, a plantation adjoining his own to make sure it would not be cut up and sold by degrees to negroes." I hear Southern farmers in black belts say: "I had much rather have a quiet, orderly
normal	600	gutenberg/4/1/7/3/41730/41730-0.txt	0.81	599	Chicagoan and his wife (originally from Massachusetts), who were looking for a holiday residence in Tidewater Virginia. They made various excursions with land agents, and one day reported discovery of their ideal in all respects but one. "The people around are ruining property by selling lands to negroes. A gentleman at whose house we stopped, a Northerner, had just bought, as he told us, at much inconvenience, a plantation adjoining his own to make sure it would not be cut up and sold by degrees to negroes." I hear Southern farmers in black belts say: "I had much rather have a quiet, orderly
normal	600	gutenberg/4/1/7/3/41730/old/41730-8.txt	0.81	599	Chicagoan and his wife (originally from Massachusetts), who were looking for a holiday residence in Tidewater Virginia. They made various excursions with land agents, and one day reported discovery of their ideal in all respects but one. "The people around are ruining property by selling lands to negroes. A gentleman at whose house we stopped, a Northerner, had just bought, as he told us, at much inconvenience, a plantation adjoining his own to make sure it would not be cut up and sold by degrees to negroes." I hear Southern farmers in black belts say: "I had much rather have a quiet, orderly
normal	600	gutenberg/3/8/3/7/38375/38375.txt	0.81	598	up the people to revolt against _us_. Such monsters should be exterminated, as I have exterminated Michael Servetus, the Spaniard." Now the fact is well known, that when Calvin found himself unable to cope in argument with this learned Spaniard, he took the true orthodox way of getting a riddance, by roasting him alive at a slow fire, _inhumanly made on purpose, of green wood._ The intrepid Bruno resolutely suffered at the stake for condemning that baleful source of distraction to the human race--the spirituality of priests. In latter times matters are not much mended. A considerable portion
normal	600	gutenberg/3/8/3/7/38375/38375-8.txt	0.81	599	who stir up the people to revolt against _us_. Such monsters should be exterminated, as I have exterminated Michael Servetus, the Spaniard." Now the fact is well known, that when Calvin found himself unable to cope in argument with this learned Spaniard, he took the true orthodox way of getting a riddance, by roasting him alive at a slow fire, _inhumanly made on purpose, of green wood._ The intrepid Bruno resolutely suffered at the stake for condemning that baleful source of distraction to the human race--the spirituality of priests. In latter times matters are not much mended. A considerable
normal	600	gutenberg/5/9/2/0/59207/59207-8.txt	0.81	598	added,--"_Suum cuique_, which is Latin, and unintelligible; 'the cobbler and his last,' which is English and vernacular. But why did you ask?" "Simply because he seems amusing, and likely to be popular here. I am sorry we shall not have the opportunity of profiting by his high spirits, as aunt and I will probably be leaving on Thursday." One quick glance told her that this shot, if intended for mischief, had signally failed. With perfect calmness Churchill replied, "And I also must manage to survive the loss of Mr. Beresford's conversation, as I go to-morrow." "To-morrow!" exclaimed Barbara;
normal	600	gutenberg/1/8/3/7/18379/18379-8.txt	0.81	600	Sumner of Massachusetts, the friend of John Bright, kept up a continual protest for freedom in turgid, scholarly harangues, which caught the spirit of Cicero's Philippics most successfully in their personal offensiveness. Powerful voices in literature and the Press were heard upon the same side--the _New York Tribune_, edited by Horace Greeley, acquired, as far as a paper in so large a country can, a national importance. Broadly it may be said that the stirring intellect of America old and young was with the Republicans--it is a pleasant trifle to note that Longfellow gave up a visit to Europe
normal	600	gutenberg/1/8/3/7/18379/18379.txt	0.81	600	Sumner of Massachusetts, the friend of John Bright, kept up a continual protest for freedom in turgid, scholarly harangues, which caught the spirit of Cicero's Philippics most successfully in their personal offensiveness. Powerful voices in literature and the Press were heard upon the same side--the _New York Tribune_, edited by Horace Greeley, acquired, as far as a paper in so large a country can, a national importance. Broadly it may be said that the stirring intellect of America old and young was with the Republicans--it is a pleasant trifle to note that Longfellow gave up a visit to Europe
normal	600	gutenberg/2/9/7/1/29715/29715.txt	0.81	600	providential? Oh, I assure you, Leopold is a monarch--of chamois hunters. Give him your cloak and ruecksack to carry with mine, dear Miss Manchester. He's kind enough to say that he'll guide us all the way down to Alleheiligen, and I'm glad to accept his service." Miss Portman--a devout Royalist, and firm believer in the right of kings--grew crimson, her nose especially, as it invariably did at moments of strong emotion. The Emperor of Rhaetia, here, caught and trapped, like Pegasus bound to the plow, and forced to carry luggage as if he were a common porter--worst of all, _her_ insignificant,
normal	600	gutenberg/3/5/1/1/35112/35112-8.txt	0.81	595	is little science among the combatants, who deliver their blows in a slashing, round-hand style that would agonize a professional "bruiser"; but every blow dealt by those brawny arms leaves its mark, and the whole company speedily look as if they had been taking part in an election. "By Jove!" says Smoothbore, with considerable feeling; "it does one good to see a real good fight so far away from home!" "You'd see plenty such in Central Russia," answer I. "Two villages often turn out to fight, just as we'd turn out to play cricket.[M] They call it 'Koolatchni boi.'" [Footnote M: I remember
normal	600	gutenberg/3/5/1/1/35112/35112.txt	0.81	599	is little science among the combatants, who deliver their blows in a slashing, round-hand style that would agonize a professional "bruiser"; but every blow dealt by those brawny arms leaves its mark, and the whole company speedily look as if they had been taking part in an election. "By Jove!" says Smoothbore, with considerable feeling; "it does one good to see a real good fight so far away from home!" "You'd see plenty such in Central Russia," answer I. "Two villages often turn out to fight, just as we'd turn out to play cricket.[M] They call it 'Koolatchni boi.'" [Footnote M: I remember one
normal	600	gutenberg/1/7/6/2/17624/17624-8.txt	0.81	600	to devote the next day entirely to the PUBLIC LIBRARY--attached to the University, brought hither from Ingoldstadt. Of course I had been long acquainted with the general character of the early-printed books, from the valuable work of Seemiller;[78] and was resolved to make especial enquiry, in the first place, for the Aldine duodecimo of the _Greek Hours_, of which you have already heard so much. I carried with me a letter to Professor SIEBENKEES, the Head Librarian. In short, I anticipated a day of bibliographical "joyaunce." I was not disappointed in my expectations. The day was as beautiful
normal	600	gutenberg/1/7/6/2/17624/17624.txt	0.81	600	to devote the next day entirely to the PUBLIC LIBRARY--attached to the University, brought hither from Ingoldstadt. Of course I had been long acquainted with the general character of the early-printed books, from the valuable work of Seemiller;[78] and was resolved to make especial enquiry, in the first place, for the Aldine duodecimo of the _Greek Hours_, of which you have already heard so much. I carried with me a letter to Professor SIEBENKEES, the Head Librarian. In short, I anticipated a day of bibliographical "joyaunce." I was not disappointed in my expectations. The day was as beautiful
normal	600	gutenberg/2/5/1/2/25122/25122.txt	0.81	597	Only a French cook could produce a passable dish out of such woful material; and even he would require concomitant ingredients, in remembered incidents, wherein, if there were any, my memory fails me. Day after day, day after day, we lay inactive--roll, roll; not wholly ineffective, I suppose, for our presence stopped blockade-running; but even in this respect the Texas coast had largely lost importance since the capture of Vicksburg and Port Hudson, the previous summer, had cut off the trans-Mississippi region from the body of the Confederacy. We used to see the big, light-draught steamers
normal	600	gutenberg/2/5/1/2/25122/25122-8.txt	0.81	597	Only a French cook could produce a passable dish out of such woful material; and even he would require concomitant ingredients, in remembered incidents, wherein, if there were any, my memory fails me. Day after day, day after day, we lay inactive--roll, roll; not wholly ineffective, I suppose, for our presence stopped blockade-running; but even in this respect the Texas coast had largely lost importance since the capture of Vicksburg and Port Hudson, the previous summer, had cut off the trans-Mississippi region from the body of the Confederacy. We used to see the big, light-draught steamers
normal	600	gutenberg/3/9/3/3/39339/39339.txt	0.81	599	the model, consciously or otherwise--probably otherwise--of all their authors. Because, at a period when such things were undreamed of, even in fiction, she rose from nursemaid to title. Even in the books and plays of that age, the born serving wench did not marry the heir. In the highest literary flights, Bridget's crowning reward was to wed Luke, the gamekeeper, and become landlady of The Bibulous Goat or The Doodlethorpe Arms. Goldsmith was eyed askance for even making the heroine of "She Stoops to Conquer" pose momentarily as a lady's maid. Having thus tried to show how impossible was the
normal	600	gutenberg/3/9/3/3/39339/39339-8.txt	0.81	599	was the model, consciously or otherwise--probably otherwise--of all their authors. Because, at a period when such things were undreamed of, even in fiction, she rose from nursemaid to title. Even in the books and plays of that age, the born serving wench did not marry the heir. In the highest literary flights, Bridget's crowning reward was to wed Luke, the gamekeeper, and become landlady of The Bibulous Goat or The Doodlethorpe Arms. Goldsmith was eyed askance for even making the heroine of "She Stoops to Conquer" pose momentarily as a lady's maid. Having thus tried to show how impossible was
normal	600	gutenberg/1/2/6/9/12691/old/12691.txt	0.81	597	which was now passing the stage of preliminary caution. Several boys and men had run down from Main Street. Now, more than a score of spectators were crowding about. "Hurrah!" piped up one boy from the Central Grammar School." The mucker bantam against the 'sorehead' lightweight!" There was a laugh, but Bert Dodge didn't join in it, for, after receiving two glancing, blows on the chest, he now had his right eye closed by Dick's hard left. The next instant the bewildered Dodge received a blow that sent him down to the sidewalk. "I think I've paid you back, now," Prescott remarked quietly. At
normal	600	gutenberg/1/2/6/9/12691/12691-0.txt	0.81	597	which was now passing the stage of preliminary caution. Several boys and men had run down from Main Street. Now, more than a score of spectators were crowding about. "Hurrah!" piped up one boy from the Central Grammar School." The mucker bantam against the 'sorehead' lightweight!" There was a laugh, but Bert Dodge didn't join in it, for, after receiving two glancing, blows on the chest, he now had his right eye closed by Dick's hard left. The next instant the bewildered Dodge received a blow that sent him down to the sidewalk. "I think I've paid you back, now," Prescott remarked quietly. At
log1p	300	gutenberg/1/0/4/7/10470/10470.txt	4004.05	296	Release Date: December 15, 2003 [eBook #10470] Language: English Character set encoding: US-ASCII ***START OF THE PROJECT GUTENBERG EBOOK AUDIO: NINE HUNDRED MILES*** Provided by McGuinn's Folk Den (http://www.ibiblio.org/jimmy/folkden) Nine Hundred Miles (traditional) Well, I'm walkin' down the
log1p	300	gutenberg/1/0/4/7/10470/old/10470.txt	4004.05	296	Release Date: December 15, 2003 [eBook #10470] Language: English Character set encoding: US-ASCII ***START OF THE PROJECT GUTENBERG EBOOK AUDIO: NINE HUNDRED MILES*** Provided by McGuinn's Folk Den (http://www.ibiblio.org/jimmy/folkden) Nine Hundred Miles (traditional) Well, I'm walkin' down the
log1p	300	gutenberg/2/5/5/6/25562/25562-8.txt	4000.19	300	Adolphus Turnpike Author: William Banks Release Date: May 22, 2008 [eBook #25562] Language: English Character set encoding: ISO-8859-1 ***START OF THE PROJECT GUTENBERG EBOOK WILLIAM ADOLPHUS TURNPIKE*** E-text prepared by Al Haines Note: Project Gutenberg also has an HTML version of this file which
log1p	300	gutenberg/2/5/8/5/25851/25851-8.txt	3997.86	298	a certain faithless wretch was to have related." [30] _Poems._ By Bret Harte (Boston: Osgood & Co., 1871), pp. 32-35. CHAPTER XIII. DEVONSHIRE TERRACE AND BROADSTAIRS. 1840. A Good Saying--Landor mystified--The Mirthful Side of Dickens--Extravagant Flights--Humorous Despair--Riding Exercise--First
log1p	300	gutenberg/2/5/8/5/25851/25851.txt	3997.86	298	a certain faithless wretch was to have related." [30] _Poems._ By Bret Harte (Boston: Osgood & Co., 1871), pp. 32-35. CHAPTER XIII. DEVONSHIRE TERRACE AND BROADSTAIRS. 1840. A Good Saying--Landor mystified--The Mirthful Side of Dickens--Extravagant Flights--Humorous Despair--Riding Exercise--First
log1p	300	gutenberg/6/7/8/1/67819/old/67819-0.txt	3996.06	300	https://www.pgdp.net (This book was produced from images made available by the HathiTrust Digital Library.) *** START OF THE PROJECT GUTENBERG EBOOK BUG-JARGAL *** COLECCIÓN UNIVERSAL VICTOR HUGO Bug-Jargal NOVELA Traducción de D. Alcalá Galiano, revisada y corregida. [Illustration] MADRID-BARCELONA
log1p	300	gutenberg/2/5/5/6/25562/25562.txt	3993.06	300	Adolphus Turnpike Author: William Banks Release Date: May 22, 2008 [eBook #25562] Language: English Character set encoding: ISO-646-US (US-ASCII) ***START OF THE PROJECT GUTENBERG EBOOK WILLIAM ADOLPHUS TURNPIKE*** E-text prepared by Al Haines Note: Project Gutenberg also has an HTML version of this
log1p	300	gutenberg/2/5/7/4/25749/25749.txt	3982.28	300	Naval Occasions Author: Sir Lewis Anselm da Costa Ritchie Release Date: June 10, 2008 [eBook #25749] Language: English Character set encoding: ISO-646-US (US-ASCII) ***START OF THE PROJECT GUTENBERG EBOOK A TALL SHIP*** E-text prepared by Al Haines Transcriber's note: "Bartimeus" is the pseudonym of
log1p	300	gutenberg/6/4/4/8/64483/old/64483-0.txt	3974.25	297	at https://www.pgdp.net (This book was produced from images made available by the Brigham Young University Library.) *** START OF THE PROJECT GUTENBERG EBOOK REISESCIZZEN UND TAGEBUCHBLÄTTER AUS DEUTSCH-OSTAFRIKA *** Frieda Freiin von Bülow. Reisescizzen und Tagebuchblätter aus Deutsch-Ostafrika.
log1p	300	gutenberg/6/0/7/2/60722/old/60722-8.txt	3970.40	299	Title: Caxi Nelj�tt� Kymmend� Satua Suomalaisiin runoihin k��tty 1775 Author: Henrik Achrenius Release Date: November 18, 2019 [eBook #60722] Language: Finnish Character set encoding: ISO-8859-1 ***START OF THE PROJECT GUTENBERG EBOOK CAXI NELJ�TT� KYMMEND� SATUA*** E-text prepared by Jari Koivisto
log1p	300	gutenberg/9/2/929/old/fakeb10.txt	3967.93	300	etexts, royalty free copyright licenses, and whatever else you can think of. Money should be paid to "Project Gutenberg Association/Carnegie-Mellon University". *SMALL PRINT! Ver.04.29.93 FOR COPYRIGHT PROTECTED ETEXTS*END* The Real Cyberpunk Fakebook, by St. Jude, R.U. Sirius and Bart Nagel (C)1995
log1p	300	gutenberg/1/7/9/9/17997/17997.txt	3967.53	297	Contribution to Passamaquoddy Folk-Lore Author: J. Walter Fewkes Release Date: March 15, 2006 [eBook #17997] Language: English Character set encoding: ISO-646-US (US-ASCII) ***START OF THE PROJECT GUTENBERG EBOOK CONTRIBUTION TO PASSAMAQUODDY FOLK-LORE*** E-text prepared by Thierry Alberto, Linda
log1p	300	gutenberg/3/9/3/6/39367/39367.txt	3961.66	300	Rameur Release Date: April 4, 2012 [EBook #39367] Language: English Character set encoding: ASCII *** START OF THIS PROJECT GUTENBERG EBOOK CATHOLIC WORLD, VOLUME I, 1-6 *** Produced by Don Kostuch [Transcriber's notes] This text is derived from http://www.archive.org/details/catholicworld01pauluoft
log1p	300	gutenberg/4/4/1/5/44158/old/44158-8.txt	3960.05	299	Hairauksia Author: William Shakespeare Release Date: November 10, 2013 [eBook #44158] Language: Finnish Character set encoding: ISO-8859-1 ***START OF THE PROJECT GUTENBERG EBOOK HAIRAUKSIA*** E-text prepared by Tapio Riikonen HAIRAUKSIA Kirj. WILLIAM SHAKESPEARE Paavo Cajanderin suomennus ilmestyi
log1p	300	gutenberg/3/0/6/2/30626/30626.txt	3958.67	298	Number 2, February, 1897 A Monthly Serial Designed to Promote Knowledge of Bird-Life Author: anonymous Release Date: December 8, 2009 [eBook #30626] Language: English Character set encoding: ISO-646-US (US-ASCII) ***START OF THE PROJECT GUTENBERG EBOOK BIRDS ILLUSTRATED BY COLOR PHOTOGRAPH, VOLUME
log1p	300	gutenberg/2/2/0/2203/old/03hgp10.txt	3958.15	299	etexts, royalty free copyright licenses, and every other sort of contribution you can think of. Money should be paid to "Project Gutenberg Association / Carnegie-Mellon University". *END*THE SMALL PRINT! FOR PUBLIC DOMAIN ETEXTS*Ver.04.29.93*END* This was downloaded from ncbi.nlm.nih.gov/genome/seq
log1p	300	gutenberg/2/2/2/2224/old/0yhgp10.txt	3958.15	299	etexts, royalty free copyright licenses, and every other sort of contribution you can think of. Money should be paid to "Project Gutenberg Association / Carnegie-Mellon University". *END*THE SMALL PRINT! FOR PUBLIC DOMAIN ETEXTS*Ver.04.29.93*END* This was downloaded from ncbi.nlm.nih.gov/genome/seq
log1p	300	gutenberg/6/2/8/5/62853/old/62853-0.txt	3954.60	299	https://www.pgdp.net (This book was produced from scanned images of public domain material from the Google Books project.) IDYLLIOS Á BEIRA D’AGUA ALBERTO PIMENTEL Idyllios á beira d’agua ROMANCE ORIGINAL (_2.ª edição revista pelo auctor_) [Illustration] LISBOA «A EDITORA» Conde Barão, 50 1903 Typ.
log1p	300	gutenberg/2/8/0/2/28027/old/28027.txt	3951.71	299	February 8, 2009 [eBook #28027] Language: English Character set encoding: ISO-646-US (US-ASCII) ***START OF THE PROJECT GUTENBERG EBOOK DWELLERS IN ARCADY*** E-text prepared by Annie McGuire Note: Project Gutenberg also has an HTML version of this file which includes the original illustrations. See
log1p	300	gutenberg/1/9/1/1917/old/qnhrt10.txt	3951.52	299	should be paid to "Project Gutenberg Association / Carnegie-Mellon University". *END*THE SMALL PRINT! FOR PUBLIC DOMAIN ETEXTS*Ver.04.29.93*END* [Etext by James Rusk (jrusk@cyberramp.net) Italics are indicated with underscore] The Queen of Hearts by Wilkie Collins LETTER OF DEDICATION. --------- TO
log1p	300	gutenberg/4/0/0/6/40068/old/40068.txt	3951.25	300	Rameur Release Date: June 24, 2012 [EBook #40068] Language: English Character set encoding: ASCII *** START OF THIS PROJECT GUTENBERG EBOOK THE CATHOLIC WORLD, VOLUME II *** Produced by Don Kostuch [Transcriber's notes] This text is derived from http://www.archive.org/details/catholicworld02pauluoft
log1p	300	gutenberg/1/9/4/9/19499/19499.txt	3950.98	300	Music Notation and Terminology Author: Karl W. Gehrkens Release Date: October 8, 2006 [eBook #19499] [Most recently updated: February 14, 2011] Language: English Character set encoding: ISO-646-US (US-ASCII) ***START OF THE PROJECT GUTENBERG EBOOK MUSIC NOTATION AND TERMINOLOGY*** E-text prepared by
log1p	300	gutenberg/1/6/9/8/16982/16982.txt	3950.51	299	[eBook #16982] Language: English Character set encoding: ISO-646-US (US-ASCII) ***START OF THE PROJECT GUTENBERG EBOOK BUNNY RABBIT'S DIARY*** E-text prepared by Al Haines Note: Project Gutenberg also has an HTML version of this file which includes the original lovely illustrations. See 16982-h.htm
log1p	300	gutenberg/4/8/4/8/48481/old/48481-0.txt	3950.47	298	Philadelphia edition, 1823 EXPEDITION FROM PITTSBURGH TO THE ROCKY MOUNTAINS [PART IV] {124} CHAPTER I [IX][1] Journey from Belle Point to Cape Girardeau--Cherokee Indians--Osage War--Regulator's Settlements of White River. The opportunity afforded by a few days residence at Fort Smith, was seized
log1p	300	gutenberg/4/8/4/8/48481/48481-0.txt	3950.47	298	Philadelphia edition, 1823 EXPEDITION FROM PITTSBURGH TO THE ROCKY MOUNTAINS [PART IV] {124} CHAPTER I [IX][1] Journey from Belle Point to Cape Girardeau--Cherokee Indians--Osage War--Regulator's Settlements of White River. The opportunity afforded by a few days residence at Fort Smith, was seized
log1p	300	gutenberg/8/2/822/old/etarn10.txt	3950.03	299	software, public domain etexts, royalty free copyright licenses, and whatever else you can think of. Money should be paid to "Project Gutenberg Association/Carnegie-Mellon University". *SMALL PRINT! Ver.04.29.93 FOR COPYRIGHT PROTECTED ETEXTS*END* Worldwide Book Rights (C) 1995 Frank Tymon THE TARN
log1p	300	gutenberg/2/5/0/6/25069/25069-8.txt	3948.87	298	p�iv�kirja Suomen kaartin retkest� Konstantinopolin muurien edustalle vuosina 1877-1878 Author: Anonymous Release Date: April 14, 2008 [EBook #25069] Language: Finnish Character set encoding: ISO-8859-1 *** START OF THIS PROJECT GUTENBERG EBOOK V��PELI LEMMINK�ISEN P�IV�KIRJA *** Produced by Tapio
log1p	300	gutenberg/4/1/4/9/41495/old/41495.txt	3946.32	299	November 26, 2012 [eBook #41495] Language: English Character set encoding: ISO-646-US (US-ASCII) ***START OF THE PROJECT GUTENBERG EBOOK RUSSIA: ITS PEOPLE AND ITS LITERATURE*** E-text prepared by Andrea Ball & Marc D'Hooghe (http://www.freeliterature.org) from page images generously made available
log1p	300	gutenberg/6/0/6/7/60678/old/60678-8.txt	3946.10	300	November 13, 2019 [eBook #60678] Language: Finnish Character set encoding: ISO-8859-1 ***START OF THE PROJECT GUTENBERG EBOOK MAA-ORJA*** E-text prepared by Tapio Riikonen MAA-ORJA Kertomus Aleksanteri I:sen hallituskaudelta Ven�j�ll� Nuorisolle ja heid�n yst�villeen omistanut OSKAR H�CKER Suomennos
log1p	300	gutenberg/1/9/3/1933/old/gthgd10.txt	3945.45	298	"Project Gutenberg Association / Carnegie-Mellon University". *END*THE SMALL PRINT! FOR PUBLIC DOMAIN ETEXTS*Ver.04.29.93*END* This etext was prepared by David Price, email ccx074@coventry.ac.uk from the 1911 John Murray edition. THE GREAT HOGGARTY DIAMOND CHAPTER I GIVES AN ACCOUNT OF OUR VILLAGE
log1p	300	gutenberg/5/3/5/8/53584/old/53584-8.txt	3945.20	299	November 23, 2016 [eBook #53584] Language: Finnish Character set encoding: ISO-8859-1 ***START OF THE PROJECT GUTENBERG EBOOK VANKILA*** E-text prepared by Tapio Riikonen VANKILA Kirj. MAKSIM GORKIJ Tekij�n luvalla alkukielest� suomentanut Iisakki Lattu Helsingiss�, Kustannusosakeyhti� Otava, 1905.
log1p	300	gutenberg/6/8/7/7/68778/68778-0.txt	3944.66	299	“OLD ENGLISH” CHART A B C D E F G H I J K L M N O P Q R S T U V W X Y Z 1 2 3 4 5 6 7 8 9 0 & $ &c. abcdefghijklmnopqrst uvwxyz.,[symbols] Jewelry = Plates used by permission of Ely & Walker Dry Goods Co., St. Louis.] DESCRIPTIONS OF PRACTICAL CARDS Card No. 1. Size 8½×17½ inches. Light tan mottled
